0,-0.3771
1,-0.3771
2,-0.3771
3,-0.3771
4,-0.3771
5,-0.3771
6,-0.3771
7,-0.3771
8,-0.3771
9,-0.3771
10,-0.3771
11,-0.3771
12,-0.3771
13,-0.3771
14,-0.3771
15,-0.3771
16,-0.3771
17,-0.3771
18,-0.3771
19,-0.3771
20,-0.3771
21,-0.3771
22,-0.3771
23,-0.3771
24,-0.3771
25,-0.3902
26,-0.4149
27,-0.4578
28,-0.476
29,-0.4854
30,-0.4867
31,-0.5217
32,-0.5646
33,-0.6075
34,-0.6504
35,-0.6849
36,-0.6976
37,-0.7018
38,-0.7143
39,-0.7572
40,-0.8001
41,-0.843
42,-0.8859
43,-0.9288
44,-0.9713
45,-1.012
46,-1.024
47,-1.021
48,-1.004
49,-0.9693
50,-0.9264
51,-0.8835
52,-0.8422
53,-0.8083
54,-0.8083
55,-0.8193
56,-0.8399
57,-0.8828
58,-0.9059
59,-0.9165
60,-0.9192
61,-0.9467
62,-0.9896
63,-1.032
64,-1.075
65,-1.118
66,-1.161
67,-1.202
68,-1.24
69,-1.24
70,-1.23
71,-1.211
72,-1.168
73,-1.142
74,-1.131
75,-1.125
76,-1.077
77,-0.9911
78,-0.9232
79,-0.8677
80,-0.8248
81,-0.8138
82,-0.8083
83,-0.8083
84,-0.8083
85,-0.8083
86,-0.8083
87,-0.8083
88,-0.8083
89,-0.8083
90,-0.8045
91,-0.784
92,-0.741
93,-0.6981
94,-0.6552
95,-0.6123
96,-0.5399
97,-0.4602
98,-0.3744
99,-0.2886
100,-0.2096
101,-0.1427
102,-0.09631
103,-0.06493
104,-0.05531
105,-0.04972
106,-0.03246
107,0.01045
108,0.05337
109,0.09628
110,0.1392
111,0.1553
112,0.1648
113,0.1751
114,0.2442
115,0.3301
116,0.4159
117,0.5017
118,0.5876
119,0.6734
120,0.7633
121,0.8632
122,0.992
123,1.078
124,1.132
125,1.132
126,1.156
127,1.193
128,1.242
129,1.316
130,1.402
131,1.488
132,1.573
133,1.659
134,1.745
135,1.831
136,1.917
137,2.003
138,2.063
139,2.102
140,2.102
141,2.081
142,2.045
143,2.002
144,1.959
145,1.917
146,1.874
147,1.831
148,1.788
149,1.745
150,1.706
151,1.671
152,1.671
153,1.671
154,1.671
155,1.671
156,1.671
157,1.671
158,1.671
159,1.671
160,1.671
161,1.671
162,1.671
163,1.671
164,1.671
165,1.668
166,1.66
167,1.619
168,1.586
169,1.565
170,1.563
171,1.563
172,1.563
173,1.556
174,1.534
175,1.492
176,1.468
177,1.455
178,1.455
179,1.392
180,1.317
181,1.239
182,1.191
183,1.148
184,1.105
185,1.062
186,1.019
187,0.9765
188,0.9405
189,0.9164
190,0.9164
191,0.9164
192,0.9164
193,0.9164
194,0.9164
195,0.9164
196,0.9164
197,0.9164
198,0.9108
199,0.8875
200,0.8498
201,0.8069
202,0.764
203,0.7145
204,0.6555
205,0.5697
206,0.4839
207,0.398
208,0.3122
209,0.252
210,0.2051
211,0.1622
212,0.1193
213,0.07637
214,0.03346
215,-0.009457
216,-0.05718
217,-0.1385
218,-0.2165
219,-0.2889
220,-0.3318
221,-0.4038
222,-0.4987
223,-0.6274
224,-0.7338
225,-0.8234
226,-0.9093
227,-0.9951
228,-1.081
229,-1.167
230,-1.253
231,-1.338
232,-1.424
233,-1.499
234,-1.563
235,-1.563
236,-1.575
237,-1.601
238,-1.643
239,-1.648
240,-1.612
241,-1.569
242,-1.526
243,-1.484
244,-1.465
245,-1.455
246,-1.455
247,-1.455
248,-1.446
249,-1.423
250,-1.343
251,-1.267
252,-1.207
253,-1.162
254,-1.119
255,-1.076
256,-1.023
257,-0.9573
258,-0.8715
259,-0.7857
260,-0.6998
261,-0.614
262,-0.5621
263,-0.5175
264,-0.4746
265,-0.4317
266,-0.3969
267,-0.3805
268,-0.3771
269,-0.3889
270,-0.4298
271,-0.4626
272,-0.4849
273,-0.4849
274,-0.4646
275,-0.4338
276,-0.3909
277,-0.3479
278,-0.305
279,-0.2621
280,-0.2192
281,-0.1706
282,-0.1005
283,-0.01941
284,0.05842
285,0.1027
286,0.1371
287,0.1618
288,0.1618
289,0.1801
290,0.2099
291,0.2528
292,0.2688
293,0.2697
294,0.2697
295,0.2697
296,0.2664
297,0.2386
298,0.2017
299,0.1628
300,0.1621
301,0.1618
302,0.1618
303,0.1618
304,0.1618
305,0.1618
306,0.1618
307,0.1385
308,0.09648
309,0.06764
310,0.05405
311,0.05405
312,0.05405
313,0.05405
314,0.05405
