0,-0.4681
1,-0.4681
2,-0.4681
3,-0.4681
4,-0.4681
5,-0.4681
6,-0.4681
7,-0.4681
8,-0.4681
9,-0.4681
10,-0.4681
11,-0.4681
12,-0.4681
13,-0.4681
14,-0.4681
15,-0.4686
16,-0.4706
17,-0.4866
18,-0.5258
19,-0.5533
20,-0.5705
21,-0.576
22,-0.576
23,-0.576
24,-0.576
25,-0.5984
26,-0.6229
27,-0.6586
28,-0.6838
29,-0.6838
30,-0.6943
31,-0.7176
32,-0.7492
33,-0.7863
34,-0.8103
35,-0.8298
36,-0.8385
37,-0.8458
38,-0.8482
39,-0.8542
40,-0.8738
41,-0.8889
42,-0.8961
43,-0.9024
44,-0.9079
45,-0.936
46,-0.9752
47,-1.004
48,-1.03
49,-1.05
50,-1.07
51,-1.089
52,-1.105
53,-1.112
54,-1.115
55,-1.115
56,-1.115
57,-1.115
58,-1.105
59,-1.092
60,-1.077
61,-1.061
62,-1.061
63,-1.059
64,-1.045
65,-1.029
66,-1.01
67,-0.9899
68,-0.9704
69,-0.9508
70,-0.9312
71,-0.9116
72,-0.892
73,-0.8724
74,-0.8512
75,-0.8172
76,-0.7817
77,-0.7426
78,-0.7034
79,-0.6643
80,-0.6336
81,-0.6092
82,-0.5846
83,-0.5598
84,-0.5224
85,-0.4837
86,-0.4597
87,-0.4365
88,-0.4169
89,-0.3973
90,-0.3777
91,-0.3429
92,-0.2924
93,-0.2403
94,-0.1874
95,-0.1455
96,-0.1063
97,-0.06718
98,-0.02736
99,0.01799
100,0.0668
101,0.1255
102,0.1843
103,0.243
104,0.3018
105,0.3605
106,0.4193
107,0.478
108,0.5368
109,0.5954
110,0.6472
111,0.6969
112,0.736
113,0.7696
114,0.792
115,0.813
116,0.8326
117,0.8521
118,0.8717
119,0.9049
120,0.9416
121,0.9806
122,1.02
123,1.059
124,1.098
125,1.137
126,1.173
127,1.205
128,1.229
129,1.249
130,1.281
131,1.319
132,1.35
133,1.381
134,1.401
135,1.42
136,1.44
137,1.462
138,1.49
139,1.524
140,1.563
141,1.591
142,1.611
143,1.638
144,1.666
145,1.705
146,1.742
147,1.763
148,1.783
149,1.802
150,1.822
151,1.841
152,1.851
153,1.851
154,1.851
155,1.851
156,1.851
157,1.851
158,1.851
159,1.851
160,1.851
161,1.851
162,1.851
163,1.841
164,1.822
165,1.809
166,1.799
167,1.797
168,1.797
169,1.797
170,1.796
171,1.774
172,1.749
173,1.711
174,1.68
175,1.661
176,1.641
177,1.621
178,1.601
179,1.58
180,1.544
181,1.504
182,1.477
183,1.449
184,1.426
185,1.393
186,1.334
187,1.254
188,1.149
189,1.033
190,0.9106
191,0.8803
192,0.8803
193,0.8367
194,0.7869
195,0.7085
196,0.6302
197,0.5519
198,0.4871
199,0.4459
200,0.4144
201,0.3921
202,0.3585
203,0.3193
204,0.2906
205,0.2642
206,0.2384
207,0.2083
208,0.1496
209,0.08717
210,0.01536
211,-0.05928
212,-0.1376
213,-0.2159
214,-0.2943
215,-0.3726
216,-0.4509
217,-0.5292
218,-0.6076
219,-0.6859
220,-0.7615
221,-0.8261
222,-0.8901
223,-0.9529
224,-1.024
225,-1.102
226,-1.171
227,-1.235
228,-1.291
229,-1.346
230,-1.385
231,-1.425
232,-1.464
233,-1.502
234,-1.536
235,-1.564
236,-1.584
237,-1.578
238,-1.553
239,-1.518
240,-1.478
241,-1.439
242,-1.4
243,-1.361
244,-1.32
245,-1.27
246,-1.21
247,-1.131
248,-1.068
249,-1.021
250,-0.9789
251,-0.9398
252,-0.9006
253,-0.8615
254,-0.8374
255,-0.815
256,-0.8016
257,-0.7917
258,-0.7917
259,-0.7984
260,-0.8145
261,-0.8289
262,-0.842
263,-0.8457
264,-0.8457
265,-0.8313
266,-0.8146
267,-0.7881
268,-0.7594
269,-0.7202
270,-0.67
271,-0.5972
272,-0.5252
273,-0.4541
274,-0.3908
275,-0.3321
276,-0.2868
277,-0.2453
278,-0.206
279,-0.1668
280,-0.1276
281,-0.1015
282,-0.1149
283,-0.1244
284,-0.1282
285,-0.1191
286,-0.09947
287,-0.0925
288,-0.09078
289,-0.09054
290,-0.09054
291,-0.09054
292,-0.08754
293,-0.06933
294,-0.05069
295,-0.03111
296,-0.01153
297,0.008057
298,0.03921
299,0.07734
300,0.1093
301,0.1396
302,0.1599
303,0.1795
304,0.1991
305,0.2165
306,0.2268
307,0.2331
308,0.2331
309,0.2331
310,0.2331
311,0.2197
312,0.2005
313,0.1644
314,0.1252
